"battery_power","blue","clock_speed","dual_sim","fc","four_g","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","three_g","touch_screen","wifi","price_range","battery_power_group","clock_speed_group","fc_group","int_memory_group","m_dep_group","mobile_wt_group","pc_group","px_height_group","px_width_group","sc_h_group","sc_w_group","talk_time_group"
625,"1",1.2,"1",5,"1",10,0.2,183,"4",8,635,842,"2048",9,1,7,"1","1","1","2","0","1","1","0","0","4","2","1","1","1","0","1"
1577,"0",0.5,"1",0,"1",42,0.3,197,"5",4,1045,1737,"2048",19,6,12,"1","0","0","2","3","0","0","3","1","4","1","2","4","4","1","2"
534,"0",0.5,"1",0,"1",16,1,189,"5",1,393,1199,"2048",16,12,20,"1","0","0","3","0","0","0","1","4","4","0","1","2","3","3","4"
946,"0",1.7,"1",8,"1",25,0.8,143,"6",15,650,1740,"2048",7,5,13,"1","1","1","2","1","2","2","1","3","2","3","1","4","0","1","3"
685,"0",0.5,"0",2,"0",29,0.8,93,"7",10,433,648,"512",14,8,4,"0","0","1","0","0","0","0","2","3","0","2","1","0","3","2","0"
1949,"0",1.3,"1",0,"0",23,0.1,101,"5",1,839,1136,"2048",14,8,20,"1","0","0","3","4","1","0","1","0","0","0","2","2","3","2","4"
947,"0",0.8,"1",0,"1",22,0.1,197,"2",13,1176,1220,"2048",16,12,2,"1","0","0","2","1","0","0","1","0","4","3","3","2","3","3","0"
801,"1",2.2,"1",2,"0",63,0.4,165,"7",4,650,879,"1024",17,4,19,"0","0","1","1","1","3","0","4","1","3","1","1","1","4","1","4"
703,"1",2.7,"0",12,"1",30,0.3,113,"1",20,218,1065,"1024",14,7,7,"1","0","0","0","0","4","3","2","1","1","4","0","1","3","1","1"
1165,"1",2.4,"0",11,"0",41,0.2,178,"6",12,564,831,"512",19,12,15,"1","0","0","0","2","3","2","3","0","4","3","1","1","4","3","3"
1082,"0",0.8,"0",0,"0",38,0.1,198,"8",5,986,1191,"2048",6,1,17,"0","1","1","2","1","0","0","2","0","4","1","2","2","0","0","4"
959,"1",2.6,"1",15,"0",20,1,84,"4",19,561,1631,"2048",16,1,6,"1","0","0","3","1","4","3","1","4","0","4","1","3","3","0","1"
1502,"1",1.2,"0",0,"0",54,0.2,138,"5",12,65,588,"2048",17,14,16,"1","1","0","3","3","1","0","4","0","2","3","0","0","4","3","3"
1380,"1",2.1,"1",1,"1",4,0.8,92,"3",13,420,500,"512",13,2,15,"1","1","0","0","2","3","0","0","3","0","3","1","0","2","0","3"
1266,"0",0.5,"0",0,"1",5,0.1,95,"6",9,1365,1698,"1024",11,0,18,"1","0","0","2","2","0","0","0","0","0","2","3","3","2","0","4"
1934,"1",2.6,"1",0,"1",46,0.1,103,"1",17,619,1299,"2048",13,9,2,"1","1","1","3","4","4","0","3","0","0","4","1","2","2","2","0"
1905,"1",0.5,"0",3,"1",6,0.5,151,"1",5,849,898,"1024",9,5,10,"1","1","0","1","4","0","0","0","2","2","1","2","1","1","1","2"
1831,"0",1.4,"1",2,"0",43,0.9,150,"5",5,611,1381,"2048",17,7,13,"1","1","1","3","4","1","0","3","4","2","1","1","2","4","1","3"
596,"0",1.4,"0",8,"0",46,0.6,165,"1",18,953,984,"2048",15,4,15,"1","1","0","1","0","1","2","3","2","3","4","2","1","3","1","3"
1562,"1",1.3,"1",1,"1",7,0.2,190,"5",15,642,1533,"2048",12,10,6,"1","0","0","2","3","1","0","0","0","4","3","1","3","2","2","1"
1490,"1",0.5,"1",4,"1",64,0.3,150,"8",8,1417,1464,"2048",17,9,7,"1","1","1","3","3","0","1","4","1","2","2","3","3","4","2","1"
1523,"1",2.4,"0",5,"1",57,0.2,117,"2",6,247,539,"2048",18,12,10,"1","1","1","3","3","3","1","4","0","1","1","0","0","4","3","2"
640,"0",0.6,"0",0,"0",20,0.1,163,"4",15,710,1179,"2048",7,5,18,"1","1","0","2","0","0","0","1","0","3","3","1","2","0","1","4"
1526,"0",2.1,"0",1,"1",23,0.2,117,"7",8,718,751,"2048",18,10,3,"1","1","0","2","3","3","0","1","0","1","2","1","0","4","2","0"
1989,"0",2.5,"1",0,"1",41,0.8,94,"3",13,1100,1497,"1024",17,9,12,"1","1","1","2","4","4","0","3","3","0","3","2","3","4","2","2"
1308,"0",1.9,"0",0,"1",61,0.7,106,"3",7,59,1215,"2048",15,2,4,"1","0","1","3","2","2","0","4","3","1","1","0","2","3","0","0"
609,"0",0.5,"0",3,"0",26,0.3,93,"4",4,938,1948,"1024",11,10,14,"1","1","1","1","0","0","0","1","1","0","1","2","4","2","2","3"
1905,"0",0.6,"1",9,"1",36,0.4,119,"3",20,825,1542,"1024",13,4,16,"1","0","0","1","4","0","2","2","1","1","4","2","3","2","1","3"
1703,"1",0.5,"0",0,"1",22,0.6,192,"1",0,286,1235,"1024",5,4,13,"1","0","1","0","4","0","0","1","2","4","0","0","2","0","1","3"
1445,"1",2.4,"1",7,"1",20,0.4,173,"7",15,1273,1345,"1024",7,4,13,"1","1","1","1","3","3","1","1","1","3","3","3","2","0","1","3"
1087,"0",1.3,"0",0,"1",16,0.3,166,"3",9,295,589,"512",14,6,6,"1","0","1","0","1","1","0","1","1","3","2","0","0","3","1","1"
671,"0",0.9,"1",10,"0",30,0.7,105,"7",17,852,1182,"2048",6,4,15,"1","0","0","2","0","0","2","2","3","1","4","2","2","0","1","3"
1472,"1",2.3,"0",6,"0",61,0.1,168,"6",19,710,1052,"2048",19,15,8,"1","0","0","2","3","3","1","4","0","3","4","1","1","4","4","1"
765,"0",0.5,"1",0,"1",47,0.3,115,"8",1,1277,1429,"2048",11,7,4,"1","0","1","2","0","0","0","3","1","1","0","3","3","2","1","0"
1642,"0",0.5,"1",16,"1",8,0.3,171,"6",17,129,873,"2048",13,4,17,"1","0","1","2","3","0","4","0","1","3","4","0","1","2","1","4"
1265,"0",1.5,"0",7,"0",49,0.7,182,"5",16,690,836,"1024",5,0,12,"0","0","1","1","2","2","1","3","3","4","4","1","1","0","0","2"
664,"1",1.1,"1",1,"1",51,0.1,110,"7",4,701,1478,"2048",19,15,6,"1","1","1","3","0","1","0","3","0","1","1","1","3","4","4","1"
1277,"1",0.5,"1",0,"1",35,0.4,142,"6",6,309,1460,"2048",18,17,6,"1","1","0","3","2","0","0","2","1","2","1","0","3","4","4","1"
1395,"0",1.8,"1",0,"0",23,0.1,111,"3",1,213,705,"2048",11,0,13,"1","0","1","2","2","2","0","1","0","1","0","0","0","2","0","3"
1539,"1",2.6,"0",0,"0",41,0.1,159,"8",0,1112,1666,"2048",15,9,10,"1","0","1","2","3","4","0","3","0","3","0","2","3","3","2","2"
1049,"1",2.2,"0",9,"0",63,0.5,135,"5",17,199,1077,"512",11,3,13,"0","0","0","0","1","3","2","4","2","2","4","0","1","2","0","3"
1827,"0",1.7,"0",4,"1",39,0.5,128,"5",16,55,1020,"2048",14,9,10,"1","1","0","2","4","2","1","2","2","2","4","0","1","3","2","2"
903,"0",1,"1",0,"1",50,0.4,91,"1",0,1230,1235,"512",9,5,10,"1","1","0","0","1","1","0","3","1","0","0","3","2","1","1","2"
1987,"1",0.5,"0",3,"1",53,1,181,"3",7,1052,1516,"2048",18,5,8,"1","1","1","3","4","0","0","4","4","4","1","2","3","4","1","1"
1154,"0",1.2,"1",0,"1",49,0.2,181,"8",2,541,1499,"512",5,3,7,"1","0","1","0","2","1","0","3","0","4","0","1","3","0","0","1"
1336,"0",0.9,"0",5,"1",17,0.2,194,"5",9,55,583,"1024",13,1,16,"1","1","1","1","2","0","1","1","0","4","2","0","0","2","0","3"
1886,"0",0.5,"0",0,"1",24,0.4,112,"3",1,809,1958,"1024",16,7,20,"1","0","1","1","4","0","0","1","1","1","0","2","4","3","1","4"
1551,"0",1.1,"0",4,"0",51,0.1,88,"5",6,1738,1995,"2048",11,8,4,"0","1","0","3","3","1","1","3","0","0","1","4","4","2","2","0"
850,"1",1.6,"1",6,"1",29,0.5,133,"5",19,404,642,"512",19,17,10,"1","0","1","0","1","2","1","2","2","2","4","1","0","4","4","2"
660,"0",0.5,"0",5,"1",40,0.5,111,"2",10,262,1178,"512",6,5,18,"1","1","1","0","0","0","1","3","2","1","2","0","2","0","1","4"
1225,"1",2.1,"1",8,"0",13,0.5,116,"4",12,759,1404,"2048",12,11,11,"0","0","0","3","2","3","2","0","2","1","3","1","3","2","3","2"
1452,"1",0.5,"1",1,"1",25,0.9,123,"6",11,42,1040,"2048",12,10,13,"1","0","0","2","3","0","0","1","4","1","2","0","1","2","2","3"
1686,"1",2.8,"1",3,"0",38,0.1,166,"4",4,397,1453,"2048",14,11,2,"0","0","0","3","3","4","0","2","0","3","1","1","3","3","3","0"
1634,"1",1.4,"0",1,"1",17,0.2,200,"2",5,964,1677,"2048",11,6,6,"1","1","1","3","3","1","0","1","0","4","1","2","3","2","1","1"
1708,"1",2.4,"1",18,"1",49,0.1,109,"1",19,233,517,"2048",6,4,16,"1","1","1","3","4","3","4","3","0","1","4","0","0","0","1","3"
1151,"1",2.9,"1",0,"0",31,0.6,128,"8",1,1022,1560,"2048",18,8,13,"0","1","0","2","2","4","0","2","2","2","0","2","3","4","2","3"
1578,"0",1.9,"1",2,"1",37,0.1,138,"4",19,411,1226,"2048",19,16,3,"1","0","1","2","3","2","0","2","0","2","4","1","2","4","4","0"
1689,"0",1.8,"0",17,"0",24,0.3,127,"3",18,954,1200,"2048",7,2,7,"0","1","1","3","3","2","4","1","1","1","4","2","2","0","0","1"
1488,"0",0.5,"0",1,"0",39,0.8,112,"5",6,1528,1647,"2048",14,10,19,"0","0","0","3","3","0","0","2","3","1","1","3","3","3","2","4"
1313,"1",1.8,"1",4,"0",9,0.4,105,"1",6,416,1308,"2048",11,10,6,"0","1","1","3","2","2","1","0","1","1","1","1","2","2","2","1"
1715,"0",1,"1",4,"1",31,0.5,83,"8",17,638,1615,"512",17,6,13,"1","0","0","0","4","1","1","2","2","0","4","1","3","4","1","3"
1442,"0",1,"1",0,"0",27,0.1,192,"3",19,231,687,"2048",6,5,20,"1","1","0","1","3","1","0","2","0","4","4","0","0","0","1","4"
528,"0",1.7,"0",12,"1",6,0.8,142,"2",15,574,637,"2048",9,8,6,"1","1","0","2","0","2","3","0","3","2","3","1","0","1","2","1"
1523,"1",1.8,"0",6,"1",11,0.1,129,"1",8,148,1606,"512",19,8,19,"1","1","0","0","3","2","1","0","0","2","2","0","3","4","2","4"
1133,"0",1.4,"0",3,"0",42,0.1,199,"5",12,730,1543,"1024",18,12,20,"1","0","1","1","2","1","0","3","0","4","3","1","3","4","3","4"
1718,"1",2.5,"1",14,"1",6,0.1,183,"5",16,564,980,"2048",7,1,8,"1","1","1","3","4","4","3","0","0","4","4","1","1","0","0","1"
1330,"0",0.5,"0",0,"0",38,1,183,"7",1,1290,1441,"1024",9,0,11,"1","0","1","1","2","0","0","2","4","4","0","3","3","1","0","2"
1799,"1",0.5,"0",0,"0",49,0.4,107,"4",2,632,1383,"512",12,2,11,"1","1","1","0","4","0","0","3","1","1","0","1","2","2","0","2"
633,"1",2.2,"0",0,"1",49,0.1,139,"8",1,529,1009,"2048",11,1,16,"1","1","1","2","0","3","0","3","0","2","0","1","1","2","0","3"
724,"0",2.7,"1",0,"0",44,0.5,187,"7",0,1273,1754,"2048",7,6,7,"1","0","0","2","0","4","0","3","2","4","0","3","4","0","1","1"
822,"1",0.5,"0",0,"1",51,0.3,157,"6",20,667,860,"2048",10,1,3,"1","0","0","3","1","0","0","3","1","3","4","1","1","1","0","0"
1918,"0",1.9,"0",2,"0",10,0.6,110,"5",10,1170,1543,"1024",7,1,16,"1","1","1","2","4","2","0","0","2","1","2","2","3","0","0","3"
1891,"0",2.8,"0",7,"1",37,0.4,129,"7",14,169,1108,"2048",8,6,11,"1","0","0","3","4","4","1","2","1","2","3","0","2","1","1","2"
1373,"1",1,"1",2,"0",50,0.2,127,"7",12,105,673,"2048",8,3,14,"1","0","0","3","2","1","0","3","0","1","3","0","0","1","0","3"
862,"1",0.8,"1",3,"0",23,0.4,165,"2",15,793,1758,"256",16,3,11,"0","0","1","0","1","0","0","1","1","3","3","2","4","3","0","2"
1273,"0",1,"0",3,"1",48,0.4,99,"4",15,490,886,"1024",18,15,11,"1","1","0","1","2","1","0","3","1","0","3","1","1","4","4","2"
957,"1",2.5,"0",4,"0",7,0.8,107,"5",10,1201,1485,"1024",12,5,7,"1","0","1","1","1","4","1","0","3","1","2","3","3","2","1","1"
1617,"1",1.3,"1",3,"1",30,0.7,105,"2",4,246,1038,"512",9,0,10,"1","0","0","0","3","1","0","2","3","1","1","0","1","1","0","2"
893,"0",2.5,"1",0,"0",55,0.6,183,"2",1,417,946,"2048",7,1,6,"0","1","1","2","1","4","0","4","2","4","0","1","1","0","0","1"
1210,"0",0.5,"0",0,"0",63,0.1,93,"5",0,1177,1462,"2048",17,9,7,"0","0","0","2","2","0","0","4","0","0","0","3","3","4","2","1"
708,"1",2.7,"1",0,"1",63,1,195,"8",7,78,654,"2048",6,5,7,"1","1","1","1","0","4","0","4","4","4","1","0","0","0","1","1"
835,"0",1.1,"1",2,"0",7,0.2,101,"4",7,323,1604,"1024",13,5,15,"1","1","1","0","1","1","0","0","0","0","1","0","3","2","1","3"
1450,"1",2.7,"1",9,"0",19,0.6,131,"1",17,707,1882,"512",15,9,12,"0","0","0","0","3","4","2","1","2","2","4","1","4","3","2","2"
973,"1",1.5,"0",5,"1",57,0.2,190,"7",16,457,1816,"2048",6,4,2,"1","0","0","2","1","2","1","4","0","4","4","1","4","0","1","0"
601,"1",1.4,"0",4,"1",4,0.1,154,"4",13,356,765,"512",12,8,10,"1","1","1","0","0","1","1","0","0","3","3","0","0","2","2","2"
507,"1",0.5,"1",1,"0",32,0.5,141,"7",11,936,1398,"1024",17,0,5,"1","1","1","1","0","0","0","2","2","2","2","2","2","4","0","0"
564,"0",1.8,"1",0,"1",51,0.5,168,"3",1,912,1980,"1024",14,8,15,"1","1","0","0","0","2","0","3","2","3","0","2","4","3","2","3"
1559,"1",1.6,"1",6,"1",6,0.5,162,"6",17,179,1559,"2048",9,1,3,"1","1","1","3","3","2","1","0","2","3","4","0","3","1","0","0"
754,"0",0.5,"1",7,"1",59,0.7,178,"7",10,1914,1928,"1024",6,3,5,"1","0","0","1","0","0","1","4","3","4","2","4","4","0","0","0"
728,"0",2.7,"1",0,"0",25,0.2,88,"4",1,526,1529,"1024",5,1,12,"1","1","1","1","0","4","0","1","0","0","0","1","3","0","0","2"
1431,"1",0.5,"0",0,"1",56,0.6,191,"1",1,156,952,"256",7,3,8,"1","0","0","0","3","0","0","4","2","4","0","0","1","0","0","1"
767,"0",1.5,"0",4,"0",28,0.7,175,"4",10,344,1517,"512",10,0,15,"0","1","0","0","0","2","1","2","3","3","2","0","3","1","0","3"
1722,"0",2.6,"0",8,"0",18,0.8,177,"2",16,865,1741,"2048",14,0,15,"1","0","1","3","4","4","2","1","3","4","4","2","4","3","0","3"
1992,"1",1.6,"0",5,"1",57,1,100,"2",15,1552,1596,"512",9,3,4,"1","1","1","1","4","2","1","4","4","0","3","3","3","1","0","0"
1876,"0",0.5,"0",10,"1",40,0.3,86,"6",14,546,1564,"2048",10,8,16,"1","1","0","3","4","0","2","3","1","0","3","1","3","1","2","3"
1054,"0",1.1,"1",10,"1",38,0.4,136,"6",12,1097,1222,"1024",18,4,14,"1","1","1","1","1","1","2","2","1","2","3","2","2","4","1","3"
1283,"1",1.6,"1",4,"0",47,0.9,93,"5",5,372,692,"2048",9,6,17,"1","1","0","2","2","2","1","3","4","0","1","0","0","1","1","4"
1281,"1",2.3,"1",0,"0",28,0.3,148,"1",6,1285,1617,"1024",12,1,6,"0","1","0","1","2","3","0","2","1","2","1","3","3","2","0","1"
1066,"0",0.6,"0",2,"1",7,0.9,114,"7",18,1242,1571,"256",19,13,6,"1","1","0","0","1","0","0","0","4","1","4","3","3","4","3","1"
730,"0",2.1,"1",0,"1",4,0.1,89,"8",2,302,1247,"1024",19,15,4,"1","1","1","0","0","3","0","0","0","0","0","0","2","4","4","0"
1053,"1",0.8,"1",7,"1",45,0.3,103,"1",12,594,1767,"2048",17,6,5,"1","1","1","3","1","0","1","3","1","0","3","1","4","4","1","0"
1611,"1",0.5,"1",11,"0",3,0.6,98,"3",14,303,714,"1024",8,4,9,"1","0","1","1","3","0","2","0","2","0","3","0","0","1","1","1"
793,"0",1,"1",5,"1",30,0.9,133,"2",15,1858,1935,"2048",17,13,14,"1","1","1","2","0","1","1","2","4","2","3","4","4","4","3","3"
1220,"0",2.9,"0",3,"0",62,0.5,125,"4",8,403,1933,"2048",19,11,15,"1","1","1","2","2","4","0","4","2","1","2","1","4","4","3","3"
1662,"0",0.5,"0",0,"1",61,0.8,126,"4",13,32,1509,"2048",9,5,13,"1","1","1","3","3","0","0","4","3","1","3","0","3","1","1","3"
1281,"1",2.8,"1",3,"1",8,0.3,144,"4",19,590,954,"1024",8,2,9,"1","1","0","1","2","4","0","0","1","2","4","1","1","1","0","1"
538,"0",0.8,"0",12,"1",2,0.8,177,"7",13,235,662,"256",8,4,9,"1","0","1","0","0","0","3","0","3","4","3","0","0","1","1","1"
823,"1",0.5,"0",0,"0",39,0.4,187,"8",4,630,888,"256",13,9,11,"0","0","1","0","1","0","0","2","1","4","1","1","1","2","2","2"
1733,"1",2.8,"0",3,"1",36,1,119,"6",20,357,527,"2048",17,16,9,"1","0","0","3","4","4","0","2","4","1","4","0","0","4","4","1"
1429,"0",1.5,"1",0,"1",40,0.9,100,"3",14,246,820,"2048",11,7,18,"1","0","1","3","3","2","0","3","4","0","3","0","1","2","1","4"
1839,"1",1.2,"0",9,"1",54,0.5,200,"7",11,475,1493,"512",19,10,18,"1","0","1","1","4","1","2","4","2","4","2","1","3","4","2","4"
659,"0",2.7,"0",6,"1",6,0.5,110,"3",7,1054,1929,"1024",15,5,2,"1","0","1","1","0","4","1","0","2","1","1","2","4","3","1","0"
1953,"1",2.1,"1",7,"0",56,0.1,158,"8",9,555,764,"2048",11,5,4,"1","0","0","2","4","3","1","4","0","3","2","1","0","2","1","0"
1172,"0",1.9,"0",0,"1",27,0.7,164,"1",3,607,1092,"1024",12,0,6,"1","0","0","1","2","2","0","2","3","3","0","1","1","2","0","1"
612,"1",1.9,"1",6,"0",16,0.3,102,"7",7,1360,1891,"2048",8,4,3,"0","0","0","3","0","2","1","1","1","0","1","3","4","1","1","0"
1563,"0",2.4,"0",0,"1",24,0.2,170,"8",0,142,1699,"2048",7,5,5,"1","1","0","3","3","3","0","1","0","3","0","0","4","0","1","0"
1191,"0",1.3,"1",16,"1",26,0.8,84,"1",20,681,683,"1024",14,3,9,"1","0","1","1","2","1","4","1","3","0","4","1","0","3","0","1"
615,"1",0.5,"1",0,"0",42,0.6,163,"6",4,104,1664,"2048",7,4,18,"0","0","1","1","0","0","0","3","2","3","1","0","3","0","1","4"
1893,"1",2.1,"1",8,"0",63,0.2,134,"2",11,637,763,"2048",14,3,18,"0","1","1","3","4","3","2","4","0","2","2","1","0","3","0","4"
1563,"0",1.7,"1",10,"0",16,0.1,151,"7",13,410,572,"2048",11,1,8,"0","0","1","3","3","2","2","1","0","2","3","1","0","2","0","1"
1995,"1",1.9,"0",6,"0",9,0.8,139,"6",18,1830,1963,"1024",14,12,18,"1","1","1","2","4","2","1","0","3","2","4","4","4","3","3","4"
1517,"0",0.5,"0",6,"1",48,0.6,143,"5",14,802,1489,"2048",15,5,11,"1","1","1","3","3","0","1","3","2","2","3","2","3","3","1","2"
832,"0",1.6,"1",1,"1",34,0.3,108,"5",5,311,1294,"256",15,13,12,"1","1","0","0","1","2","0","2","1","1","1","0","2","3","3","2"
1162,"0",2,"0",0,"1",56,0.7,114,"7",1,56,997,"1024",5,0,20,"1","0","0","1","2","3","0","4","3","1","0","0","1","0","0","4"
1595,"1",2.6,"0",7,"0",12,0.3,121,"8",19,344,655,"2048",15,1,16,"0","1","0","3","3","4","1","0","1","1","4","0","0","3","0","3"
1329,"1",1,"0",1,"0",52,0.9,181,"6",2,1053,1458,"1024",8,6,6,"1","0","1","1","2","1","0","4","4","4","0","2","3","1","1","1"
928,"1",0.5,"1",11,"0",56,0.7,80,"8",13,221,1243,"512",19,10,5,"0","1","0","0","1","0","2","4","3","0","3","0","2","4","2","0"
1656,"1",0.5,"1",8,"1",38,0.1,105,"7",17,506,519,"1024",12,8,19,"1","0","1","1","3","0","2","2","0","1","4","1","0","2","2","4"
1937,"1",1.7,"0",17,"0",58,0.6,189,"1",19,1728,1767,"2048",5,4,14,"1","1","0","3","4","2","4","4","2","4","4","4","4","0","1","3"
977,"1",1.1,"1",2,"0",57,0.6,181,"6",7,63,566,"1024",7,1,8,"0","1","1","0","1","1","0","4","2","4","1","0","0","0","0","1"
768,"1",0.9,"0",16,"1",56,0.1,113,"1",20,418,515,"512",19,3,16,"1","0","1","0","0","0","4","4","0","1","4","1","0","4","0","3"
1464,"1",0.5,"1",11,"0",12,0.9,117,"2",14,854,1168,"2048",5,3,15,"0","1","1","3","3","0","2","0","4","1","3","2","2","0","0","3"
1177,"0",0.9,"0",1,"1",29,0.4,191,"2",8,178,882,"256",18,5,19,"1","0","0","0","2","0","0","2","1","4","2","0","1","4","1","4"
1348,"0",2,"0",18,"0",52,0.3,98,"3",20,1869,1942,"512",18,11,7,"1","1","1","1","2","3","4","4","1","0","4","4","4","4","3","1"
1956,"0",2.2,"0",0,"1",37,0.5,87,"3",2,185,776,"1024",13,1,19,"1","1","0","1","4","3","0","2","2","0","0","0","0","2","0","4"
1751,"0",0.5,"1",6,"0",8,0.6,178,"6",20,170,564,"2048",8,6,17,"0","0","1","2","4","0","1","0","2","4","4","0","0","1","1","4"
1530,"0",2,"0",11,"0",42,0.8,177,"6",13,454,1975,"512",11,10,19,"0","0","1","0","3","3","2","3","3","4","3","1","4","2","2","4"
1997,"1",1.8,"1",1,"0",40,0.5,185,"4",8,866,1212,"1024",7,6,15,"1","0","0","2","4","2","0","3","2","4","2","2","2","0","1","3"
1414,"1",1.5,"1",5,"0",44,0.5,180,"2",6,44,1118,"2048",16,12,13,"0","1","0","3","3","2","1","3","2","4","1","0","2","3","3","3"
1707,"0",1.4,"0",0,"0",41,0.8,80,"7",2,1331,1388,"1024",12,0,10,"0","0","0","2","4","1","0","3","3","0","0","3","2","2","0","2"
894,"0",0.5,"1",1,"1",50,0.5,199,"3",14,1285,1462,"2048",13,0,6,"1","0","1","3","1","0","0","3","2","4","3","3","3","2","0","1"
645,"0",1.2,"0",6,"1",41,0.7,184,"8",17,741,1130,"512",18,2,13,"1","1","0","0","0","1","1","3","3","4","4","1","2","4","0","3"
1163,"0",2.8,"1",0,"0",49,0.6,155,"2",0,520,754,"2048",19,2,12,"0","0","1","2","2","4","0","3","2","3","0","1","0","4","0","2"
1126,"0",0.7,"0",3,"0",49,0.9,165,"8",17,114,1726,"2048",14,1,13,"1","0","0","3","2","0","0","3","4","3","4","0","4","3","0","3"
1648,"0",0.7,"0",6,"1",64,0.8,170,"4",9,1153,1876,"512",8,1,6,"1","1","0","1","3","0","1","4","3","3","2","2","4","1","0","1"
1170,"1",0.9,"0",6,"1",14,0.4,199,"2",13,474,709,"512",18,5,20,"1","0","1","0","2","0","1","0","1","4","3","1","0","4","1","4"
508,"0",0.8,"0",7,"1",42,0.3,94,"1",8,39,557,"512",13,12,7,"1","0","0","0","0","0","1","3","1","0","2","0","0","2","3","1"
1097,"0",2.1,"1",6,"0",64,0.2,161,"3",8,419,1914,"1024",14,5,9,"1","0","1","1","1","3","1","4","0","3","2","1","4","3","1","1"
728,"0",1.7,"1",0,"1",5,0.6,101,"2",20,584,775,"512",16,0,5,"1","1","0","0","0","2","0","0","2","0","4","1","0","3","0","0"
1980,"0",0.5,"1",2,"1",29,0.8,177,"1",13,312,1910,"2048",12,10,18,"1","0","0","3","4","0","0","2","3","4","3","0","4","2","2","4"
1504,"0",2.3,"1",1,"0",64,0.9,182,"1",2,19,1923,"2048",6,5,10,"0","1","0","3","3","3","0","4","4","4","0","0","4","0","1","2"
1379,"1",2.1,"1",14,"1",63,1,83,"1",17,207,1370,"512",9,6,7,"1","1","0","0","2","3","3","4","4","0","4","0","2","1","1","1"
1698,"0",2.1,"0",5,"1",18,0.9,160,"6",20,363,994,"512",13,3,14,"1","0","1","0","3","3","1","1","4","3","4","0","1","2","0","3"
920,"0",2.1,"1",5,"0",25,0.4,115,"7",14,209,1078,"512",10,7,5,"0","1","1","0","1","3","1","1","1","1","3","0","1","1","1","0"
1144,"1",1.5,"1",0,"0",21,0.4,189,"1",11,159,724,"2048",16,0,8,"0","0","0","2","2","2","0","1","1","4","2","0","0","3","0","1"
1995,"1",0.5,"0",6,"0",26,0.2,129,"1",15,649,1104,"1024",15,11,7,"0","1","1","1","4","0","1","1","0","2","3","1","2","3","3","1"
1430,"0",0.5,"1",1,"0",27,0.5,183,"1",16,1132,1182,"2048",7,1,15,"0","1","1","2","3","0","0","2","2","4","4","2","2","0","0","3"
972,"1",0.5,"1",5,"0",13,0.4,193,"5",8,1392,1795,"1024",11,6,13,"0","1","0","1","1","0","1","0","1","4","2","3","4","2","1","3"
662,"0",0.5,"0",5,"0",20,0.8,138,"1",10,1001,1224,"2048",17,15,15,"0","1","1","1","0","0","1","1","3","2","2","2","2","4","4","3"
1867,"0",2.3,"0",0,"1",9,0.1,191,"6",3,712,1442,"512",6,1,2,"1","0","1","1","4","3","0","0","0","4","0","1","3","0","0","0"
1730,"0",2,"1",0,"1",20,0.1,143,"4",10,418,1023,"1024",14,0,12,"1","1","0","1","4","3","0","1","0","2","2","1","1","3","0","2"
1723,"1",1,"0",1,"1",7,0.6,126,"3",17,384,1361,"1024",5,0,16,"1","1","1","1","4","1","0","0","2","1","4","0","2","0","0","3"
1882,"1",1.3,"1",8,"0",47,0.2,140,"2",13,119,652,"2048",17,1,11,"0","0","1","2","4","1","2","3","0","2","3","0","0","4","0","2"
803,"0",0.8,"1",0,"0",18,0.3,106,"4",1,627,935,"2048",18,15,12,"0","1","0","2","1","0","0","1","1","1","0","1","1","4","4","2"
580,"1",1.2,"1",0,"0",47,0.9,91,"3",1,1086,1345,"2048",15,1,11,"1","1","0","3","0","1","0","3","4","0","0","2","2","3","0","2"
668,"0",2.3,"0",2,"1",48,0.3,114,"1",19,195,1292,"1024",14,12,4,"1","1","0","0","0","3","0","3","1","1","4","0","2","3","3","0"
1391,"0",1.4,"0",2,"1",36,0.8,182,"1",6,14,1256,"2048",14,7,14,"1","1","0","2","2","1","0","2","3","4","1","0","2","3","1","3"
1560,"0",2.3,"0",0,"1",22,0.8,169,"7",1,745,1364,"1024",15,11,16,"1","1","1","2","3","3","0","1","3","3","0","1","2","3","3","3"
821,"0",1.8,"1",5,"0",54,0.1,109,"3",9,253,1786,"2048",8,4,15,"1","0","0","2","1","2","1","4","0","1","2","0","4","1","1","3"
811,"1",2.4,"1",5,"1",2,0.3,106,"6",13,333,1429,"2048",18,7,2,"1","0","1","1","1","3","1","0","1","1","3","0","3","4","1","0"
1989,"1",2.9,"1",8,"0",17,0.1,193,"8",15,629,682,"2048",7,0,18,"1","1","0","2","4","4","2","1","0","4","3","1","0","0","0","4"
1034,"1",2.7,"1",6,"0",37,0.7,120,"7",20,707,1199,"2048",17,1,12,"0","1","1","3","1","4","1","2","3","1","4","1","2","4","0","2"
618,"0",2.1,"0",2,"0",6,0.3,86,"1",4,1314,1688,"1024",13,10,15,"0","0","1","0","0","3","0","0","1","0","1","3","3","2","2","3"
654,"1",1.3,"0",0,"1",52,0.7,196,"4",4,1715,1898,"1024",17,4,13,"1","0","0","1","0","1","0","4","3","4","1","4","4","4","1","3"
